927,844
928,733
929,819
930,558
931,184
932,637
933,880
934,712
935,161
936,880
937,895
938,644
939,908
940,259
941,540
942,389
943,108
944,929
945,644
946,204
947,438
948,99
949,682
950,542
951,399
952,135
953,646
954,901
955,347
956,706
957,34
958,427
959,73
960,650
961,163
962,940
963,683
964,420
965,678
966,677
967,746
968,19
969,825
970,374
971,148
972,61
973,471
974,600
975,347
976,713
977,840
978,642
979,399
980,358
981,308
982,333
983,50
984,579
985,401
986,445
987,145
988,895
989,364
990,370
991,981
992,308
993,228
994,374
995,423
996,300
997,308
998,488
999,802
1000,205
